id,search_query,annotation
aug_brokenadj_1110,пр очий мыло,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1111,ту алетная кефир,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1112,ва рено-копченые сельдь,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1113,бы строго напиток,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1114,бе лое кофейник,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1115,мо лочная рыба,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1116,мо роженое соль,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1117,мо лотый кефир,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1118,мя сные вода,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1119,мо роженое курица,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1120,де тское масло,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1121,ша мпанское с,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1122,сл ивочное соус,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1123,пр очие майонез,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1124,ку риные нут,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1125,мо лочный макароны,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1126,ва реная шоколад,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1127,сл ивочное мыло,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1128,ко пченая мини,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1129,ва реная колбаса,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1130,кр абовые хлеб,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1131,мя гкий сметана,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1132,су хой филе,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1133,бе лое нут,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1134,кр асное квас,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1135,бе лое салат,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1136,пр очее напиток,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1137,ша мпанское кефир,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1138,вл ажные сметана,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1139,ко пченая котлеты,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1140,шо коладные молоко,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1141,ку риные батон,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1142,ко пченая творог,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1143,мо лочные паштет,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1144,кр асная говядина,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1145,тв орожный черный,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1146,пр очее шампунь,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1147,вл ажный салфетки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1148,мо роженное слойка,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1149,бы строго паста,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1150,сл ивочное бумага,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1151,де тские тесто,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1152,мя сные майонез,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1153,мо лочные мини,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1154,ку риное филе,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1155,ва рено-копченые соус,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1156,сл ивочное нож,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1157,пр очие разрыхлитель,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1158,ку риная слойка,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1159,вл ажный приправа,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1160,кр абовые напитки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1161,од норазовые соль,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1162,пи тьевая плавки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1163,мо лотый конфеты,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1164,ст иральный крупа,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1165,бы строго соус,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1166,де тский икра,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1167,кр асная соль,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1168,мо роженное фасоль,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1169,ст иральный сыр,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1170,ва рено-копченые набор,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1171,ку риная сметана,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1172,мо лочная пюре,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1173,ку риное печенье,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1174,ва рено-копченые разрыхлитель,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1175,ко пченая сухари,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1176,пи тьевая икра,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1177,од норазовые мясо,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1178,пл авленый детские,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1179,де тский конфеты,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1180,мо лотый сельдь,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1181,де тский котлеты,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1182,ва рено-копченые йогурт,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1183,пи тьевая вода,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1184,зе леный хлопья,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1185,зе леный напитки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1186,бе лый хлебцы,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1187,кр асное индейка,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1188,че рный паста,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1189,по лукопченая плавки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1190,мо роженное помидоры,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1191,ва рено-копченые красная,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1192,тв ердый сметана,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1193,сы рокопченые мясо,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1194,ку риные лапша,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1195,ст иральный разрыхлитель,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1196,ту алетная приправа,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1197,мо роженое с,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1198,кр асная котлеты,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1199,вл ажные сухой,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1200,фр уктовый соус,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1201,пл авленый кофейник,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1202,вл ажный хлопья,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1203,бе лое мыло,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1204,ту алетная сырок,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1205,ми неральная фасоль,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1206,ку риная гель,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1207,пр очее курица,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1208,сы рокопченые филе,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1209,тв ердый нут,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1210,но ски икра,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1211,су хой перец,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1212,ва рено-копченые чай,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1213,ту алетная колбаски,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1214,де тский кефир,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1215,мя сные хлопья,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1216,мо лочный корм,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1217,мо роженое творог,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1218,зе леный бумага,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1219,фр уктовый мороженое,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1220,ку риная томаты,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1221,пр очая маслины,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1222,по лукопченая квас,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1223,пр очий сухой,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1224,ку риные молоко,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1225,мо лочная яйца,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1226,бы строго фасоль,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1227,вл ажные красная,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1228,пл авленый мюсли,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1229,ку риная филе,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1230,ку риное томаты,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1231,пи тьевая печенье,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1232,ва рено-копченые напитки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1233,ми неральная рис,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1234,ва реная мини,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1235,де тские суп,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1236,пр очий палочки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1237,пл авленый хлопья,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1238,но ски грудка,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1239,пл авленый мороженое,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1240,по лукопченая гель,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1241,шо коладные творог,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1242,ша мпанское черный,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1243,по лукопченая курица,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1244,мо лотый колбаса,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1245,шо коладные горошек,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1246,сл ивочное салфетки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1247,ку риное сырок,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1248,зе леный напиток,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1249,че рный котлеты,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1250,де тское торт,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1251,од норазовые сухой,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1252,ту алетная кофе,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1253,бу мажные шампунь,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1254,сл ивочное кофе,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1255,де тский мыло,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1256,тв орожный хлебцы,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1257,мя гкий масло,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1258,ми неральная тесто,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1259,пр очая перец,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1260,од норазовые салфетки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1261,зу бная мюсли,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1262,мо лочный томаты,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1263,бе лое паста,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1264,сл ивочное филе,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1265,ту алетная торт,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1266,шо коладные набор,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1267,ст иральный набор,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1268,мо лочные шампанское,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1269,ту алетная сливки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1270,ку риные мука,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1271,пр очие слойка,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1272,ст иральный нут,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1273,сл ивочное сухой,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1274,мо лочная с,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1275,но ски приправа,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1276,мо лотый сырок,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1277,бы строго паштет,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1278,вл ажные паста,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1279,кр асная квас,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1280,ко пченая детские,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1281,мо лочная макароны,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1282,мя сные нут,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1283,пр очий с,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1284,по лукопченая смесь,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1285,мо лочные торт,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1286,зу бная корм,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1287,че рный перец,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1288,кр абовые черный,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1289,зу бная капуста,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1290,пр очая творог,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1291,ку риная сухари,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1292,пр очий нож,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1293,су хой пюре,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1294,ва рено-копченые кофейник,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1295,пл авленый нож,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1296,ку риное детские,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1297,мо роженное корм,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1298,бы строго с,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1299,ва нильный томаты,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1300,мя гкий укроп,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1301,мо лочная напиток,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1302,су хой чипсы,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1303,ку риное индейка,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1304,че рный мыло,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1305,ва реная йогурт,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1306,зе леный помидоры,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1307,но ски порошок,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1308,сы рокопченые колбаса,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1309,по лукопченая батон,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1310,мо роженное компот,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1311,мо лочный красная,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1312,ва нильный чай,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1313,че рный чипсы,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1314,ми неральная колбаски,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1315,мо лочные мыло,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1316,пр очий черный,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1317,ку риная помидоры,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1318,од норазовые смесь,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1319,пр очие салат,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1320,мо лочная перец,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1321,тв ердый булочки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1322,вл ажные кефир,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1323,ку риное крупа,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1324,пр очее торт,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1325,кр абовые батон,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1326,мо лочная плавки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1327,но ски черный,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1328,де тское тесто,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1329,ко пченая чипсы,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1330,но ски маслины,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1331,су хой грудка,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1332,пр очее крупа,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1333,кр асное сухой,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1334,ша мпанское йогурт,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1335,мо роженное смесь,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1336,но ски напитки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1337,су хой булочки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1338,ва нильный салат,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1339,ку риная сыр,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1340,бу мажные мини,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1341,фр уктовый сметана,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1342,ту алетная сыр,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1343,зе леный крупа,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1344,пр очая огурцы,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1345,ку риная капуста,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1346,кр асное черный,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1347,ми неральная макароны,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1348,ва нильный сельдь,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1349,мя сные крем,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1350,сл ивочное нут,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1351,мя гкий компот,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1352,пр очий грудка,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1353,ва реная средство,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1354,кр асная мыло,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1355,ми неральная квас,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1356,ша мпанское сметана,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1357,фр уктовый нож,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1358,мо лочная шампунь,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1359,кр асное говядина,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1360,ту алетная соль,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1361,од норазовые мини,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1362,кр асное салат,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1363,пи тьевая тесто,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1364,ко пченая компот,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1365,ку риное булочки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1366,су хой салат,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1367,пр очие нож,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1368,де тский мороженое,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1369,по лукопченая перец,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1370,пр очие тесто,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1371,вл ажный шампунь,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1372,кр абовые крем,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1373,пр очие паста,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1374,кр асное бумага,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1375,ст иральный батон,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1376,пи тьевая конфеты,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1377,кр асная мука,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1378,кр абовые сахар,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1379,ту алетная горошек,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1380,ку риные фасоль,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1381,вл ажные горошек,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1382,мо лочный горошек,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1383,зе леный мясо,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1384,мо лочные разрыхлитель,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1385,пр очие капуста,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1386,ми неральная нож,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1387,мо лочный колбаски,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1388,но ски мыло,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1389,од норазовые горошек,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1390,ми неральная салат,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1391,мо роженное салфетки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1392,пр очий кофе,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1393,де тские плавки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1394,ко пченая суп,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1395,де тский плавки,B-TYPE I-TYPE I-TYPE
aug_brokenadj_1396,су хой соус,B-TYPE I-TYPE I-TYPE
